date,total_normal_beds,total_o2_beds,total_icu_beds,total_ventilator_beds,occupied_normal_beds,occupied_o2_beds,occupied_icu_beds,occupied_ventilator_beds
2022-01-07,831,249,23,0,11
2022-01-08,735,235,47,0,15
2022-01-09,743,255,61,0,15
2022-01-10,743,255,65,0,34
2022-01-11,743,255,69,0,34
2022-01-12,743,255,62,0,31
2022-01-13,743,255,62,0,31
2022-01-14,743,255,62,0,31
2022-01-15,743,255,62,0,31
2022-01-16,743,255,67,0,29
2022-01-17,743,255,68,0,41
2022-01-18,743,255,47,0,42
2022-01-19,743,255,53,0,20
2022-01-20,743,255,55,0,21
2022-01-21,743,255,61,0,20
2022-01-22,743,255,49,0,18
2022-01-23,743,255,55,0,18
2022-01-24,743,255,55,0,18
2022-01-25,743,255,55,0,15
2022-01-26,743,255,67,0,11
2022-01-27,743,255,64,0,8
2022-01-28,743,255,60,0,10
2022-01-29,743,255,63,0,14
2022-01-30,743,255,68,0,18
2022-01-31,743,255,71,0,20
2022-02-01,743,255,61,0,17
2022-02-02,743,255,56,0,13
2022-02-03,743,255,37,0,14
2022-02-04,738,255,34,0,16
2022-02-05,738,255,30,0,14
2022-02-06,738,255,28,0,14
2022-02-07,738,255,23,0,13
2022-02-08,738,255,22,0,12
2022-02-10,738,255,16,0,10
2022-02-11,738,255,15,0,10
2022-02-12,738,255,9,0,7
2022-02-13,738,255,8,0,9
2022-02-14,738,255,7,0,9
2022-02-15,738,255,8,0,10
2022-02-16,738,255,6,0,10
2022-02-17,738,255,7,0,10
2022-02-18,738,255,7,0,9
2022-02-19,738,255,5,0,7
2022-02-20,738,255,4,0,2
2022-02-21,738,255,4,0,2
2022-02-22,738,255,4,0,1
2022-02-23,738,255,5,0,1
2022-02-24,738,255,5,0,0
2022-02-25,738,255,3,0,6
2022-02-26,738,255,3,0,6
2022-02-27,738,255,3,0,6
2022-02-28,738,255,3,0,6
2022-03-01,738,255,3,0,6
2022-03-02,738,255,2,0,6
2022-03-03,738,255,2,0,6
2022-03-04,738,255,2,0,6
2022-03-05,738,255,2,0,6
2022-03-06,738,255,2,0,6
2022-03-07,738,255,2,0,6
2022-03-08,738,255,2,0,6
2022-03-09,738,255,2,0,6
2022-03-10,738,255,2,0,6
2022-03-11,738,255,2,0,6
2022-03-12,738,255,2,0,6
2022-03-13,738,255,2,0,6
2022-03-14,738,255,1,0,6
2022-03-15,738,255,1,0,6
2022-03-16,738,255,1,0,6
2022-03-17,738,255,1,0,6
2022-03-18,738,255,1,0,6
2022-03-19,738,255,1,0,6
2022-03-20,738,255,1,0,6
2022-03-21,738,255,1,0,6
2022-03-22,738,255,1,0,6
2022-03-23,738,255,1,0,6
2022-03-24,738,255,1,0,6
2022-03-25,738,255,1,0,6
2022-03-26,738,255,1,0,6
2022-03-27,738,255,1,0,6
2022-03-28,738,255,1,0,6
2022-03-29,738,255,1,0,6
2022-03-30,738,255,1,0,6
